URL ,Apartment Name,Address,City,Units
https://www.equityapartments.com/san-francisco-bay/dublin/fountains-at-emerald-park-apartments,"
Fountains at Emerald Park Apartments","5095 Haven Pl.

Dublin CA 94568",San Francisco,324
https://www.equityapartments.com/san-francisco-bay/mountain-view/reserve-at-mountain-view-apartments,Reserve at Mountain View Apartments,"870 E. El Camino Real

Mountain View CA 94040",San Francisco,180
https://www.equityapartments.com/san-francisco-bay/sunnyvale/briarwood-apartments,"
Briarwood Apartments","180 Pasito Terrace

Sunnyvale CA 94086",San Francisco,192
https://www.equityapartments.com/san-francisco-bay/sunnyvale/arbor-terrace-apartments,Arbor Terrace Apartments,"555 E. El Camino Real

Sunnyvale CA 94087",San Francisco,175
https://www.equityapartments.com/san-francisco-bay/sunnyvale/the-arches-apartments,The Arches Apartments,"1235 Wildwood Ave

Sunnyvale CA 94089",San Francisco,410
https://www.equityapartments.com/san-francisco-bay/north-san-jose/vista-99-apartments,Vista 99 Apartments,"99 Vista Montana

San Jose CA 95134",San Francisco,554
https://www.equityapartments.com/san-francisco-bay/milpitas/mill-creek-apartments,Mill Creek Apartments,"440 Dixon Landing Road

Milpitas CA 95035",San Francisco,160
https://www.equityapartments.com/san-francisco-bay/santa-clara/estancia-at-santa-clara-apartments,Estancia at Santa Clara Apartments,"1650 Hope Dr.

Santa Clara CA 95054",San Francisco,450
https://www.equityapartments.com/san-francisco-bay/santa-clara/laguna-clara-apartments,"
Laguna Clara Apartments","3131 Homestead Road

Santa Clara CA 95051",San Francisco,264
https://www.equityapartments.com/san-francisco-bay/cupertino/city-gate-at-cupertino-apartments,"
City Gate at Cupertino Apartments","5608 Stevens Creek Blvd.

Cupertino CA 95014",San Francisco,311
https://www.equityapartments.com/san-francisco-bay/campbell/woodleaf-apartments,Woodleaf Apartments,"325 Union Avenue

Campbell CA 95008",San Francisco,178
https://www.equityapartments.com/san-francisco-bay/san-jose/verde-apartments,Verde Apartments,"5322 Wong Drive

San Jose CA 95123",San Francisco,108
https://www.equityapartments.com/san-francisco-bay/san-jose/the-lex-apartments,The Lex Apartments,"5560 Lexington Ave

San Jose CA 95123",San Francisco,387
https://www.equityapartments.com/los-angeles/financial-district/milano-lofts-apartments,"
Milano Lofts Apartments","609 S. Grand Ave

Los Angeles CA 90017",Los Angeles,99
https://www.equityapartments.com/los-angeles/financial-district/pegasus-apartments,Pegasus Apartments,"612 S. Flower Street

Los Angeles CA 90017",Los Angeles,322
https://www.equityapartments.com/los-angeles/mid-city-west/glo-apartments,Glo Apartments,"1050 Wilshire Blvd

Los Angeles CA 90017",Los Angeles,201
https://www.equityapartments.com/los-angeles/little-tokyo/stoa-apartments,"
STOA Apartments","222 S Main St

Los Angeles CA 90012",Los Angeles,237
https://www.equityapartments.com/los-angeles/little-tokyo/sakura-crossing-apartments,Sakura Crossing Apartments,"235 South San Pedro Street

Los Angeles CA 90012",Los Angeles,230
https://www.equityapartments.com/los-angeles/little-tokyo/hikari-apartments,"
Hikari Apartments","375 East 2nd Street

Los Angeles CA 90012",Los Angeles,128
https://www.equityapartments.com/los-angeles/arts-district/artisan-on-2nd-apartments,Artisan on 2nd Apartments,"601 E. 2nd Street

Los Angeles CA 90012",Los Angeles,118
https://www.equityapartments.com/los-angeles/chinatown/jia-apartments,Jia Apartments,"639 N. Broadway

Los Angeles CA 90012",Los Angeles,280
https://www.equityapartments.com/los-angeles/union-station/mozaic-at-union-station-apartments,Mozaic at Union Station Apartments,"888 North Alameda Street

Los Angeles CA 90012",Los Angeles,272
https://www.equityapartments.com/los-angeles/koreatown/next-on-sixth-apartments,Next on Sixth Apartments,"620 S Virgil Ave

Los Angeles CA 90005",Los Angeles,398
https://www.equityapartments.com/los-angeles/koreatown/virgil-square-apartments,"
Virgil Square Apartments","411 South Virgil

Los Angeles CA 90020",Los Angeles,142
https://www.equityapartments.com/los-angeles/wilshire-center/radius-koreatown-apartments,"
Radius Koreatown Apartments","680 S Berendo St

Los Angeles CA 90005",Los Angeles,301
https://www.equityapartments.com/los-angeles/koreatown/hampshire-place-apartments,Hampshire Place Apartments,"501 S. New Hampshire Avenue

Los Angeles CA 90020",Los Angeles,259
https://www.equityapartments.com/los-angeles/koreatown/the-cleo-apartments,The Cleo Apartments,"345 S. Alexandria Avenue

Los Angeles CA 90020",Los Angeles,92
https://www.equityapartments.com/los-angeles/koreatown/versailles-koreatown-apartments,"
Versailles Koreatown Apartments","918 S. Oxford Ave

Los Angeles CA 90006",Los Angeles,225
https://www.equityapartments.com/los-angeles/glendale/eleve-lofts-and-skydeck-apartments,Eleve Lofts and Skydeck Apartments,"200 East Broadway

Glendale CA 91205",Los Angeles,208
https://www.equityapartments.com/los-angeles/west-hollywood/vantage-apartments,Vantage Hollywood Apartments,"1710 N Fuller Ave

Los Angeles CA 90046",Los Angeles,298
https://www.equityapartments.com/los-angeles/glendale/prado-apartments,Prado Apartments,"201 W. Fairview

Glendale CA 91202",Los Angeles,264
https://www.equityapartments.com/los-angeles/culver-city/victor-on-venice-apartments,Victor on Venice Apartments,"10001 Venice Blvd

Los Angeles CA 90034",Los Angeles,116
https://www.equityapartments.com/los-angeles/burbank/kenwood-mews-apartments,"
Kenwood Mews Apartments","230 North Kenwood Street

Burbank CA 91505",Los Angeles,141
https://www.equityapartments.com/los-angeles/west-los-angeles/altitude-apartments,Altitude Apartments,"5900 Center Dr

Los Angeles CA 90045",Los Angeles,545
https://www.equityapartments.com/los-angeles/old-town-pasadena/westgate-apartments,Westgate Apartments,"231 South De Lacey Avenue

Pasadena CA 91105",Los Angeles,480
https://www.equityapartments.com/los-angeles/el-segundo/pacific-place-apartments,Pacific Place Apartments,"5211 Pacific Concourse Dr

Los Angeles CA 90045",Los Angeles,430
https://www.equityapartments.com/los-angeles/century-city/westside-villas-apartments,"
Westside Villas Apartments","2245 South Beverly Glen

Los Angeles CA 90064",Los Angeles,113
https://www.equityapartments.com/los-angeles/pasadena/acappella-pasadena-apartments,Acappella Pasadena Apartments,"145 Chestnut Street

Pasadena CA 91103",Los Angeles,143
https://www.equityapartments.com/los-angeles/north-hollywood/the-hesby-apartments,The Hesby Apartments,"5031 Fair Ave

North Hollywood CA 91601",Los Angeles,308
https://www.equityapartments.com/los-angeles/north-hollywood/academy-village-apartments,Academy Village Apartments,"5225 Blakeslee Ave.

North Hollywood CA 91601",Los Angeles,248
https://www.equityapartments.com/los-angeles/mar-vista/westside-apartments,Westside Apartments,"3165 Sawtelle Blvd.

Los Angeles CA 90066",Los Angeles,204
https://www.equityapartments.com/los-angeles/westchester/park-west-apartments,Park West Apartments,"9400 La Tijera Blvd.

Los Angeles CA 90045",Los Angeles,444
https://www.equityapartments.com/los-angeles/brentwood/westside-on-beloit-apartments,Westside on Beloit Apartments,"2033 Beloit Ave

Los Angeles CA 90025",Los Angeles,21
https://www.equityapartments.com/los-angeles/brentwood/westside-on-butler-apartments,"
Westside on Butler Apartments","1845 Butler Ave

Los Angeles CA 90025",Los Angeles,36
https://www.equityapartments.com/los-angeles/marina-del-rey/belle-fontaine-apartments,Belle Fontaine Apartments,"4077 Glencoe Avenue

Marina del Rey CA 90292",Los Angeles,102
https://www.equityapartments.com/los-angeles/sawtelle/c-on-pico-apartments,"
C on Pico Apartments","12301 W Pico Blvd

Los Angeles CA 90064",Los Angeles,94
https://www.equityapartments.com/los-angeles/brentwood/westside-on-barrington-apartments,Westside on Barrington Apartments,"1561 South Barrington Ave.

Los Angeles CA 90025",Los Angeles,36
https://www.equityapartments.com/los-angeles/brentwood/westside-on-barry-apartments,Westside on Barry Apartments,"1253 Barry Ave.

Los Angeles CA 90025",Los Angeles,18
https://www.equityapartments.com/los-angeles/marina-del-rey/breakwater-at-marina-del-rey-apartments,"
Breakwater at Marina del Rey Apartments","13900 Fiji Way

Marina del Rey CA 90292",Los Angeles,224
https://www.equityapartments.com/los-angeles/playa-del-rey/mariposa-at-playa-del-rey-apartments,Mariposa at Playa del Rey Apartments,"8700 Pershing Dr.

Playa Del Rey CA 90293",Los Angeles,354
https://www.equityapartments.com/los-angeles/brentwood/westside-on-bundy-apartments,Westside on Bundy Apartments,"1661 South Bundy Dr

Los Angeles CA 90025",Los Angeles,23
https://www.equityapartments.com/los-angeles/marina-del-rey/pearl-apartments,Pearl Apartments,"4111 Via Marina

Marina del Rey CA 90292",Los Angeles,350
https://www.equityapartments.com/los-angeles/marina-del-rey/marina-41-apartments,Marina 41 Apartments,"4157 Via Marina

Marina del Rey CA 90292",Los Angeles,623
https://www.equityapartments.com/los-angeles/sherman-oaks/the-encore-apartments,The Encore Apartments,"4920 Van Nuys Blvd

Sherman Oaks CA 91403",Los Angeles,174
https://www.equityapartments.com/los-angeles/hermosa-beach/the-gallery-apartments,The Gallery Apartments,"414 Second St

Hermosa Beach CA 90254",Los Angeles,169
https://www.equityapartments.com/los-angeles/hermosa-beach/playa-pacifica-apartments,Playa Pacifica Apartments,"415 Herondo St

Hermosa Beach CA 90254",Los Angeles,285
https://www.equityapartments.com/los-angeles/santa-monica/425-broadway-apartments,425 Broadway Apartments,"425 Broadway

Santa Monica CA 90401",Los Angeles,58
https://www.equityapartments.com/los-angeles/santa-monica/vintage-at-425-broadway-apartments,Vintage at 425 Broadway Apartments,"1455 4th St

Santa Monica CA 90401",Los Angeles,60
https://www.equityapartments.com/los-angeles/long-beach/hathaway-apartments,Hathaway Apartments,"3500 Hathaway Ave.

Long Beach CA 90815",Los Angeles,385
https://www.equityapartments.com/los-angeles/long-beach/bay-hill-apartments,Bay Hill Apartments,"3801 E Pacific Coast Hwy

Long Beach CA 90804",Los Angeles,160
https://www.equityapartments.com/los-angeles/encino/lindley-apartments,Lindley Apartments,"5536 Lindley Avenue

Encino CA 91316",Los Angeles,129
https://www.equityapartments.com/los-angeles/northridge/artisan-square-apartments,Artisan Square Apartments,"19200 Nordhoff Street

Northridge CA 91324",Los Angeles,140
https://www.equityapartments.com/los-angeles/woodland-hills/bella-vista-at-warner-ridge-apartments,Bella Vista At Warner Ridge Apartments,"6150 De Soto Avenue

Woodland Hills CA 91367",Los Angeles,579
https://www.equityapartments.com/los-angeles/woodland-hills/versailles-apartments,Versailles Apartments,"23100 Avenue San Luis

Woodland Hills CA 91364",Los Angeles,253
https://www.equityapartments.com/los-angeles/santa-clarita/oaks-apartments,The Oaks Apartments,"27105 Silver Oak Lane

Santa Clarita CA 91387",Los Angeles,520
https://www.equityapartments.com/los-angeles/chatsworth/summerset-village-apartments,Summerset Village Apartments,"11450 Poema Place

Chatsworth CA 91311",Los Angeles,280
https://www.equityapartments.com/los-angeles/valencia/northglen-apartments,Northglen Apartments,"23516 W. Magic Mountain Pkwy.

Valencia CA 91355",Los Angeles,234
https://www.equityapartments.com/los-angeles/valencia/portofino-apartments,Portofino Apartments,"24452 West Valencia Blvd.

Valencia CA 91355",Los Angeles,216
https://www.equityapartments.com/los-angeles/valencia/promenade-at-town-center-apartments,Promenade at Town Center Apartments,"24905 Magic Mountain Parkway

Valencia CA 91355",Los Angeles,564
https://www.equityapartments.com/los-angeles/valencia/skycrest-apartments,Skycrest Apartments,"27800 N. McBean Parkway

Valencia CA 91354",Los Angeles,264
https://www.equityapartments.com/los-angeles/agoura-hills/country-oaks-apartments,Country Oaks Apartments,"5813 Hickory Drive

Oak Park CA 91377",Los Angeles,256
https://www.equityapartments.com/los-angeles/oak-park/oak-park-apartment-homes,Oak Park Apartment Homes,"5325 Oak Park Lane

Oak Park CA 91377",Los Angeles,444
https://www.equityapartments.com/inland-empire/ontario/centre-club-apartments,Centre Club Apartments,"1005 N. Center Avenue

Ontario CA 91764",Inland Empire,412
https://www.equityapartments.com/inland-empire/ontario/vintage-apartments,Vintage Apartments,"955 N Duesenberg Drive

Ontario CA 91764",Inland Empire,300
https://www.equityapartments.com/inland-empire/rancho-cucamonga/the-reserve-at-empire-lakes-apartments,The Reserve at Empire Lakes Apartments,"11210 4th Street

Rancho Cucamonga CA 91730",Inland Empire,467
https://www.equityapartments.com/inland-empire/chino-hills/portofino-apartments,"
Portofino Apartments","2851 Bedford Lane

Chino Hills CA 91709",Inland Empire,176
https://www.equityapartments.com/inland-empire/chino-hills/eagle-canyon-apartments,Eagle Canyon Apartments,"13316 Woodsorrel Road

Chino Hills CA 91709",Inland Empire,252
https://www.equityapartments.com/orange-county/irvine/the-kelvin-apartments,The Kelvin Apartments,"2850 Kelvin Avenue

Irvine CA 92614",Orange County,194
https://www.equityapartments.com/orange-county/irvine-business-corridor/alton-apartments,The Alton Apartments,"2501 Alton Parkway

Irvine CA 92606",Orange County,344
https://www.equityapartments.com/orange-county/irvine/kelvin-court-apartments,Kelvin Court Apartments,"2552 Kelvin Ave

Irvine CA 92614",Orange County,132
https://www.equityapartments.com/orange-county/irvine/toscana-apartments,Toscana Apartments,"35 Via Lucca

Irvine CA 92612",Orange County,563
https://www.equityapartments.com/orange-county/laguna-hills/villa-solana-apartments,Villa Solana Apartments,"26033 Moulton Pkwy

Laguna Hills CA 92653",Orange County,272
https://www.equityapartments.com/orange-county/foothill-ranch/sonterra-at-foothill-ranch-apartments,"
Sonterra at Foothill Ranch Apartments","26322 Towne Centre Drive

Foothill Ranch CA 92610",Orange County,300
https://www.equityapartments.com/orange-county/lake-forest/siena-terrace-apartments,"
Siena Terrace Apartments","20041 Osterman Rd.

Lake Forest CA 92630",Orange County,356
https://www.equityapartments.com/orange-county/mission-viejo/vista-del-lago-apartments,Vista Del Lago Apartments,"21622 Marguerite Pkwy

Mission Viejo CA 92692",Orange County,608
https://www.equityapartments.com/orange-county/laguna-niguel/windridge-apartments,"
Windridge Apartments","24922 Hidden Hills Road

Laguna Niguel CA 92677",Orange County,344
https://www.equityapartments.com/orange-county/rancho-santa-margarita/skyview-apartments,Skyview Apartments,"21022 Los Alisos Blvd

Rancho Santa Margarita CA 92688",Orange County,260
https://www.equityapartments.com/orange-county/anaheim/avanti-apartments,Avanti Apartments,"650 W. Broadway

Anaheim CA 92805",Orange County,162
https://www.equityapartments.com/orange-county/huntington-beach/regency-palms-apartments,"
Regency Palms Apartments","6762 Warner Avenue

Huntington Beach CA 92647",Orange County,310
https://www.equityapartments.com/orange-county/fullerton/city-pointe-apartments,City Pointe Apartments,"130 East Chapman Ave

Fullerton CA 92832",Orange County,183
https://www.equityapartments.com/san-diego/sabre-springs/ridgewood-village-apartments,Ridgewood Village Apartments,"12435 Heatherton Court

San Diego CA 92128",San Diego,408
https://www.equityapartments.com/san-diego/rancho-penasquitos/montierra-apartments,"
Montierra Apartments","9904 Kika Court

San Diego CA 92129",San Diego,272
https://www.equityapartments.com/san-diego/clairemont-mesa-west/canyon-ridge-apartments,Canyon Ridge Apartments,"3187 Cowley Way

San Diego CA 92117",San Diego,162
https://www.equityapartments.com/san-diego/downtown-san-diego/market-street-village-apartments,Market Street Village Apartments,"699 14th Street

San Diego CA 92101",San Diego,229
https://www.equityapartments.com/san-diego/rancho-bernardo/carmel-terrace-apartments,"
Carmel Terrace Apartments","11540 Windcrest Lane

San Diego CA 92128",San Diego,384
https://www.equityapartments.com/san-diego/rancho-bernardo/deerwood-sd-apartments,Deerwood Apartments,"15640 Bernardo Center Dr.

San Diego CA 92127",San Diego,316
https://www.equityapartments.com/san-diego/del-mar/del-mar-ridge-apartments,"
Del Mar Ridge Apartments","12629 El Camino Real

San Diego CA 92130",San Diego,181
https://www.equityapartments.com/san-diego/del-mar/the-village-at-del-mar-heights-apartments,The Village at Del Mar Heights Apartments,"13138 Kellam Ct.

San Diego CA 92130",San Diego,168
https://www.equityapartments.com/san-diego/chula-vista/teresina-apartments,Teresina Apartments,"1250 Santa Cora Avenue

Chula Vista CA 91913",San Diego,440
https://www.equityapartments.com/san-diego/solana-beach/ocean-crest-apartments,Ocean Crest Apartments,"873 Stevens Avenue

Solana Beach CA 92075",San Diego,146
